0.000000,0.000000000000000000e+00,0.000000000000000000e+00,2.000001020021791032e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.220006419405992304e+00,8.500104462048374554e-01,-2.339492975452920120e+00,1.460339694537043265e+00,1.220720247833447791e+00,2.907576880854694304e-02
0.010000,0.000000000000000000e+00,0.000000000000000000e+00,2.000001020021791032e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.213839318597084604e+00,6.585952572261138949e-01,-1.917900869646977480e+00,1.256926414945617854e+00,1.213428077554108420e+00,-9.250545398826300753e-03
0.020000,0.000000000000000000e+00,0.000000000000000000e+00,2.000001020021791032e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.201640347650823504e+00,4.875542998034867459e-01,-1.547317030514042235e+00,1.057288711086810551e+00,1.201265711617552023e+00,-5.246528994692361766e-03
0.030000,0.000000000000000000e+00,0.000000000000000000e+00,2.000001020021791032e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.186284927217527096e+00,3.415106789912395469e-01,-1.239946736842845176e+00,9.027923320084613179e-01,1.186054881940765915e+00,-1.507102277799553941e-03
0.040000,0.000000000000000000e+00,0.000000000000000000e+00,2.000001020021791032e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.171591216983694173e+00,2.148738598825831181e-01,-9.887017276984988445e-01,7.839282691091108424e-01,1.171414288978146701e+00,7.538339941387493803e-04
0.050000,0.000000000000000000e+00,0.000000000000000000e+00,2.000001020021791032e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.163118847982396842e+00,1.104021623465944457e-01,-7.895268775366466318e-01,6.945612385734324379e-01,1.162956468387902120e+00,2.285440939228023174e-03
0.060000,0.000000000000000000e+00,0.000000000000000000e+00,2.000001020021791032e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.167687613914550893e+00,3.578797493659408718e-02,-6.425211311512637469e-01,6.293857687646967625e-01,1.167479153355167831e+00,2.771614206859411914e-03
0.070000,0.000000000000000000e+00,0.000000000000000000e+00,2.000001020021791032e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.191144590985910856e+00,3.854948020052460962e-03,-5.508388461681636983e-01,5.823181598208453380e-01,1.190719345212871705e+00,1.147755846578701975e-03
0.080000,0.000000000000000000e+00,0.000000000000000000e+00,2.000001020021791032e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.278075961056504450e+00,2.420969752743676318e-02,-5.325008003914573074e-01,5.488715367039141979e-01,1.199806085942041189e+00,1.253451412625510844e-03
0.090000,0.000000000000000000e+00,0.000000000000000000e+00,2.000001020021791032e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.435859008214154908e+00,1.083281507279391653e-01,-6.114858756775816140e-01,5.470112083846409012e-01,1.273383167480610201e+00,-3.377801507296942889e-03
